,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
194801,2.4166,-1.1871,-2.4255,-1.1914,1.2146,-3.277,-1.82,-3.2246,-1.1851,-0.1017,-3.9128,-3.7574,-2.1918,-3.8769,-0.1574,-3.1784,-3.7891,-3.3746,0.6247,0.2657,-4.8956,-4.3453,-4.3027,-3.3532,-4.2191
194802,-8.7491,-6.9237,-7.8765,-6.9336,-6.418,-7.1318,-6.0142,-7.0624,-5.5425,-7.1702,-4.8767,-7.6789,-6.3122,-6.7487,-5.0034,-5.3762,-5.4884,-2.9033,-6.723,-6.6565,-4.5961,-4.7793,-2.7899,-4.1307,-3.8117
194803,14.4194,8.1051,10.0796,9.9549,10.8563,5.3771,6.5976,8.861,10.1342,13.0369,6.6587,6.9834,11.2787,11.2669,11.7289,9.023,8.233,8.3193,10.8096,13.2224,7.3012,10.5885,6.219,8.66,10.5421
194804,-0.3883,5.6884,1.5523,5.1455,5.4767,4.4825,1.5382,0.769,5.3061,5.3897,2.3711,2.4277,2.4111,2.8537,3.8353,5.1074,3.7119,6.9729,1.5095,7.0953,1.9796,2.9276,4.8224,3.9122,7.7928
194805,13.1727,11.3782,13.483,5.9738,8.5742,8.3409,9.1804,10.266,8.3001,7.7016,8.0214,8.3376,10.1989,10.5046,7.0086,5.7294,7.9721,8.3794,6.9665,8.6179,8.6767,9.4087,5.1049,6.0427,7.6605
194806,-4.6273,1.0036,-2.1961,-0.2548,-0.106,-4.1788,-1.7551,-2.0192,-1.6674,4.0177,-1.1235,-1.1768,-4.1596,-2.2527,-0.0615,-1.2606,-0.3187,-1.8994,-3.0347,-0.4431,-0.4512,-0.7877,1.3939,0.1449,2.8745
194807,-6.3547,-5.1509,-7.6035,-5.8501,-4.8126,-5.6673,-4.0429,-4.6625,-4.7642,-3.665,-4.2097,-4.9107,-5.3458,-6.1753,-6.3891,-5.9023,-4.6923,-5.1742,-5.1352,-2.6389,-5.1498,-6.2711,-3.7268,-4.737,-5.3409
194808,-4.7893,-2.283,-0.8968,-2.0189,-0.7971,-0.9125,-0.8973,0.1767,-0.4775,-0.1325,-1.112,1.6,0.6384,0.0029,0.7049,-0.0355,-0.1822,1.3169,0.6279,-0.5485,1.1105,-0.3423,-0.1023,-0.6426,1.3294
194809,-2.9858,-6.1751,-3.3892,-5.7448,-5.7333,-1.2319,-2.5505,-3.8364,-3.894,-5.6837,-3.4846,-4.9315,-4.1823,-3.7366,-5.601,-4.3438,-2.7145,-3.939,-5.1358,-5.5607,-2.4419,-3.5723,-0.8993,-4.006,-2.824
194810,1.4544,3.5569,5.6781,5.041,5.4046,2.5488,4.3216,5.4058,4.3935,7.4488,3.8728,5.5345,5.4349,3.9838,4.3545,5.2638,5.1821,6.1476,6.6018,6.2671,6.4174,8.3917,4.2172,6.0917,6.5098
194811,-13.29,-10.625,-12.631,-12.0024,-11.8604,-9.1309,-9.4133,-9.1182,-11.2761,-12.99,-9.6232,-8.9805,-7.8732,-10.4772,-14.0832,-8.8315,-8.3507,-9.1253,-12.2016,-14.7538,-8.2861,-9.6916,-6.8938,-12.3094,-14.0692
194812,6.5799,-3.8534,-2.1901,-2.9803,0.8406,0.6524,0.8165,0.4472,0.2154,0.4455,3.0841,2.8724,0.8756,0.4346,2.0067,4.1043,2.861,0.652,2.7912,1.669,5.2845,3.5699,3.0098,2.4775,2.2692
194901,-0.712,5.3985,5.3385,2.8503,4.345,1.568,1.0793,0.4895,2.7722,2.4632,0.9318,-0.6525,1.1842,0.5815,0.1574,1.2565,1.4875,3.3306,0.0866,2.3658,0.7646,-1.907,-1.5384,1.1409,1.7705
194902,-5.7954,-3.7834,-4.6778,-5.6309,-3.5631,-7.9462,-3.7752,-4.699,-4.8301,-6.5354,-2.4182,-4.6881,-2.3023,-2.9723,-6.1082,-1.1113,-2.2761,-2.2922,-3.7738,-3.2696,-2.5913,-3.7026,-1.8758,-1.7869,-5.6209
194903,6.2016,7.1923,8.0232,5.7815,6.7261,5.9316,7.6681,5.083,5.3211,7.5685,5.8296,5.2009,5.0328,7.6747,7.6132,4.1918,4.1121,3.7037,4.5626,7.7137,4.3291,3.5761,2.6008,5.7226,4.063
194904,-3.4684,-3.1589,-1.6067,-3.2142,-2.982,-3.6737,-2.1685,-3.8292,-3.5746,-3.4435,-2.0491,-2.4244,-3.5681,-5.0638,-4.3065,-2.2614,-2.4098,-2.5752,-4.3607,-4.3279,-1.9567,-0.3973,-0.8566,-0.3664,-2.0919
194905,-11.2464,-6.9189,-7.2535,-6.4222,-5.9505,-3.32,-4.8455,-2.1291,-4.198,-6.7068,-3.4238,-2.4993,-1.9784,-3.7088,-6.3599,-1.7369,-2.3674,-1.3204,-2.9778,-4.6441,-1.9027,-3.0863,-2.3674,-5.5698,-5.7929
194906,-0.9467,-3.0407,-1.4995,-0.1733,-0.4193,-3.0683,-1.989,-0.7584,0.142,-1.8471,1.4056,-2.678,-1.7411,-0.8877,-3.9027,0.6054,-0.3602,0.4669,-1.0136,-1.3972,1.1257,0.1584,0.8288,-0.0663,-3.1749
194907,12.733,5.8238,5.4398,5.8279,5.1748,4.439,7.2539,6.9249,8.0195,4.9205,7.1691,7.0413,6.4055,7.1846,6.145,6.9075,5.6553,7.3818,4.3055,6.6792,5.5791,4.7652,5.1613,5.9538,7.2057
194908,2.9547,3.4012,1.9532,3.0667,1.7537,1.094,3.3071,2.8778,2.3916,1.24,3.9628,1.4599,4.0421,1.3693,3.1641,2.3101,2.5013,2.5605,0.2064,4.7212,2.8675,2.69,3.5725,2.6129,2.0008
194909,10.2191,1.3011,5.0319,3.5023,3.6562,4.4848,4.2981,4.3364,5.4213,5.3599,4.6658,4.9261,3.5886,4.2157,4.1622,4.3508,4.4054,3.1294,4.0141,6.1563,2.8225,2.1612,3.9802,3.7634,4.2442
194910,9.0836,3.84,6.4667,6.4769,4.5199,6.1405,4.8277,2.3821,4.6825,2.2013,3.4167,4.0098,2.1368,3.8686,5.3793,2.8722,2.1094,4.1384,0.4522,1.9289,3.6555,3.0263,2.6557,3.3635,2.0617
194911,-8.6066,1.6629,-3.1656,-0.501,0.0442,-2.1786,1.9951,1.1317,0.2955,1.0396,2.2739,2.104,1.2491,0.3028,0.5588,1.4435,1.9679,2.3128,0.48,3.5949,3.3359,1.0737,-0.1101,0.8289,2.1295
194912,7.3439,8.656,7.1154,7.3789,8.4647,5.1034,6.1273,7.102,6.9746,8.7761,6.8362,7.309,6.0789,8.191,12.6172,5.4197,5.3238,6.7694,6.9463,7.8768,5.8787,3.2787,2.8713,4.7977,7.3646
195001,14.1486,3.1076,7.3311,4.1915,6.604,10.2123,5.4498,4.2369,2.4014,4.749,3.7478,5.5337,3.6127,2.2207,5.8485,0.3246,2.1855,2.7636,2.7887,8.4343,0.9148,0.7528,2.3247,1.4479,5.6445
195002,4.3396,5.8164,3.6581,3.8154,0.3246,2.8173,2.1317,2.8215,2.4714,0.5789,1.6354,1.0118,1.1768,0.9852,-0.2783,1.1022,2.2633,1.7465,0.5871,2.2853,2.0084,0.7782,1.275,1.1932,1.3857
195003,-2.0948,-0.0012,3.9612,-2.2968,0.3738,-0.9907,2.4111,-0.9368,-0.9948,-1.3208,1.0738,0.9075,-0.0914,-2.2176,-1.8649,2.5798,0.7485,-0.2905,-1.3424,-1.1508,1.9653,1.6076,1.5647,1.7318,-0.2297
195004,10.5246,3.5488,8.0682,5.5834,7.3769,8.014,5.8777,5.7587,4.5477,7.4117,3.5931,4.057,5.6309,6.5101,9.938,3.7723,1.6041,4.4678,4.5172,3.625,5.3265,2.3919,3.1949,3.7269,4.3014
195005,-2.4187,2.3221,-0.5016,3.2437,3.2169,1.5957,2.3426,3.654,3.7506,2.8705,1.4885,1.1374,3.2534,4.7563,1.9168,4.6037,2.4023,4.0584,3.1302,1.905,4.9076,5.2153,5.0287,5.5117,2.16
195006,-14.1763,-9.9913,-10.8013,-8.5943,-10.3398,-6.8059,-6.9535,-7.2463,-9.3343,-9.555,-6.5212,-7.9236,-5.7834,-7.7825,-8.3131,-6.9717,-8.2968,-7.598,-5.5953,-8.4293,-5.5822,-4.923,-5.9805,-3.5313,-7.1951
195007,5.6249,2.3805,5.7705,8.6927,12.7027,0.6715,1.5937,4.5592,6.2505,14.308,-1.8691,-3.0078,2.6892,7.3497,17.1243,-1.6602,0.5357,5.3711,8.2891,16.153,-3.9019,-0.6903,6.6051,12.5424,12.8347
195008,0.1863,6.2795,4.54,3.2384,5.7768,5.7941,3.7374,5.7495,5.9612,2.1122,5.0732,5.5058,5.5393,5.997,4.4315,4.7495,4.2736,4.2617,3.1495,3.9178,6.6912,3.7389,4.9054,2.4718,2.8199
195009,5.65,5.7794,2.7776,4.3041,3.3226,5.7955,5.8029,4.5666,6.0265,6.2099,5.6539,6.528,6.5473,5.1661,5.7619,6.3058,6.3972,5.7621,4.2841,9.0642,5.3069,4.2346,4.3277,4.0044,3.1557
195010,-4.1951,-3.1271,1.3803,-1.0746,-0.2123,2.595,0.4036,0.0048,-1.04,1.1482,0.2076,-1.7629,-0.5607,0.0416,0.1649,-1.2031,-1.0819,-1.9272,0.5688,-3.2831,0.1316,-0.2257,-0.8422,-0.7944,4.6212
195011,-1.0465,2.192,1.3475,1.8586,5.2656,0.1554,0.791,2.0345,2.7045,8.3205,0.9474,1.5355,2.4299,2.9405,7.7528,2.893,3.2258,2.9185,5.6331,8.3122,2.7038,1.8008,4.0465,4.5728,2.454
195012,8.4945,7.5895,11.3394,12.6043,14.3921,9.3866,5.8746,10.4326,8.7249,14.4057,3.0755,3.3908,6.1844,8.2847,15.423,4.7301,3.851,8.9052,10.6577,12.7533,3.1073,5.0633,5.8774,9.3622,10.423
195101,8.8104,9.0665,8.6946,6.934,11.271,5.179,8.5215,5.8881,8.3747,9.8084,6.9722,7.5468,6.5321,9.63,9.3135,6.5185,7.7742,6.7428,6.055,9.2662,4.7304,3.859,7.1016,5.3906,10.2315
195102,1.1488,0.2086,-0.5407,0.9372,0.1279,1.7817,0.7868,2.2813,-0.0733,0.8155,1.9646,2.0989,2.3567,-0.6758,-0.4293,1.3268,1.072,2.7399,1.3754,1.5591,2.523,1.749,2.2356,0.0006,-2.7346
195103,1.3261,-4.7958,-4.6165,-4.897,-6.7455,-1.9878,-1.4053,-3.2888,-5.6035,-5.1335,-1.5207,-0.6183,-4.7431,-4.7775,-5.9012,-1.5944,-1.8934,-3.8391,-6.1496,-5.6597,-0.5296,-1.3179,-2.9725,-3.4732,-4.8707
195104,1.7877,3.2227,5.0795,3.3782,5.0598,3.1859,3.3173,3.6561,5.7652,5.0802,0.6714,3.3559,4.05,5.6637,7.3182,4.649,4.5957,3.8754,5.4018,5.3268,4.6592,2.9588,8.8527,6.4908,7.8191
195105,-4.4813,-2.6308,-3.6996,-4.4165,-4.0165,-2.2751,-2.5076,-1.8749,-3.012,-4.6668,-2.3538,-1.9907,-2.4939,-2.8921,-1.3281,-1.9751,-2.0346,-1.4311,-2.7329,-3.666,-2.2637,-1.6736,-2.235,-1.9728,-4.7383
195106,-3.9466,-7.2732,-6.8385,-4.6987,-7.1568,-4.2438,-4.0196,-5.6388,-5.794,-7.2555,-4.4229,-3.7366,-4.5036,-6.3584,-10.7349,-2.7862,-2.5408,-4.4614,-5.1596,-7.9801,-2.0059,-2.0214,2.0412,-3.7701,-6.656
195107,3.3041,3.8194,3.6453,4.3713,4.2865,5.2614,6.0238,5.606,6.9399,7.3449,4.0579,6.7339,5.0525,7.2009,6.7831,8.5836,5.8073,6.302,8.3973,10.8969,7.0261,5.6809,6.6875,9.4749,10.8361
195108,11.0521,12.5549,4.5759,6.064,5.1587,4.0336,5.4407,3.4746,6.8167,3.8042,4.6048,5.9668,5.1498,4.2999,4.9218,3.2077,4.6764,4.2323,4.1766,1.6631,3.7271,5.6854,4.5135,5.1354,4.7391
195109,3.7489,1.6628,2.7372,2.2361,1.9558,2.9234,4.0145,3.0413,1.864,4.4879,0.4472,1.9219,1.7157,2.7496,3.6528,1.1576,2.1454,2.7339,3.4117,4.0475,0.4758,0.5808,-0.3976,0.1587,1.8588
195110,-4.6432,-0.4585,-3.054,-3.0204,-1.659,-2.3948,-2.5407,-2.1092,-3.2705,-4.3052,-1.4755,-1.5983,-1.822,-2.2089,-4.2464,-2.7597,-2.3542,-2.7621,-1.203,-4.3711,-4.2634,-2.5674,0.4899,-0.1561,-3.418
195111,-0.3114,-0.8451,-0.5922,-0.221,-1.2199,0.3899,-0.7436,0.631,0.4597,1.3201,1.0128,1.9789,1.6193,0.9312,0.3985,0.7378,2.6157,1.905,1.6974,1.3965,0.7189,1.195,-0.0066,-0.155,1.6495
195112,-0.8643,-0.7425,1.2871,0.8199,0.2064,2.6306,-0.0431,1.6539,0.8519,0.7391,1.1826,0.6276,1.4341,-0.1364,0.5862,2.75,2.8133,1.7144,1.22,1.529,4.9877,2.9198,4.1926,2.6188,1.474
195201,1.1493,2.356,1.2967,1.3742,2.0911,2.0367,2.0453,1.2202,2.4011,1.11,2.0715,1.8783,0.832,1.1345,2.0908,1.9946,1.5121,1.3135,2.3381,1.3729,-0.2306,2.0118,2.84,4.8042,3.5184
195202,-4.9142,-3.4696,-2.3934,-2.9523,-2.8483,-1.6212,-2.077,-2.9353,-1.7287,-1.8933,-1.5957,-0.731,-2.3459,-2.5387,-1.6884,-0.9112,-1.1274,-3.4045,-2.1663,-1.6407,-2.3192,-2.5695,-3.1544,-3.1406,-3.4794
195203,2.2954,1.3995,1.4698,2.4241,2.3905,0.945,1.8682,2.0173,2.6649,4.8935,3.356,1.8106,2.5134,2.3045,4.3111,2.6458,2.4103,3.0993,5.5374,7.3584,4.8272,5.2369,4.3176,6.8474,7.3276
195204,-4.7768,-6.2915,-4.4304,-3.812,-4.9796,-4.9306,-5.0636,-4.1898,-5.479,-3.9453,-3.9355,-5.5014,-3.7741,-4.353,-3.0475,-5.7498,-4.1946,-4.2732,-6.3929,-2.7831,-4.7169,-4.3036,-4.57,-7.1218,-5.8802
195205,-7.5651,0.8079,2.4638,2.0777,1.4592,2.1294,2.3795,3.1053,1.9565,3.1005,2.6244,2.9017,1.4357,2.3888,4.0134,3.2682,2.3501,3.3778,1.988,3.1656,4.1363,3.0246,2.7423,3.7368,3.4373
195206,2.5906,5.9451,1.8326,2.3905,3.3745,2.9504,1.7592,2.1985,2.9226,4.0665,0.8494,2.9951,2.8842,4.0712,3.6244,3.33,4.0264,2.7569,3.5116,3.7913,4.0645,4.2585,4.3208,3.281,7.0357
195207,1.9853,2.0659,2.3655,0.9307,0.4545,1.8514,-0.0942,1.5733,1.1858,-0.3307,1.7555,0.8934,1.6807,1.436,0.1938,0.9854,1.1838,1.5221,1.2559,1.7332,1.3153,1.0704,0.1594,1.1859,1.391
195208,-4.5693,0.2593,0.3013,0.3773,-0.1569,-0.0417,-0.2398,0.9076,1.6002,0.0793,0.4107,1.0272,1.8856,-0.2955,-1.8873,-0.2827,1.0616,-0.4617,-0.1101,-0.0183,-0.7608,-1.3482,0.199,-1.5274,-1.3016
195209,-1.2498,0.2105,-0.5268,-1.8947,-1.0999,-1.6757,-2.064,-0.0908,-2.0788,-1.7262,0.1036,-1.1424,-0.6632,-2.8268,-2.8077,-2.5142,-0.3793,-1.3599,-1.1075,-2.4206,-1.5,-2.2349,-1.408,-4.7164,-2.069
195210,-1.5789,-2.7415,0.2287,-1.2633,-1.2848,-2.3441,-0.9393,-2.2021,-1.0691,-2.4652,-0.4497,-0.2347,-1.7045,-1.3663,-0.7949,-0.1156,-1.4697,-1.7098,-1.7021,1.3107,-0.9303,0.273,-0.2478,0.094,-0.3365
195211,0.7171,8.4113,3.0248,4.1603,4.6682,6.5315,3.6411,5.3543,6.5982,5.8477,5.155,6.5721,6.2364,5.7864,6.2866,4.4314,5.7788,5.7714,6.1637,7.161,7.3243,4.9865,4.4916,6.5354,8.2946
195212,1.3388,-1.6774,0.5492,0.5702,1.7592,2.039,2.884,4.0816,2.5152,2.5233,1.8219,2.0885,1.8292,1.2661,2.8103,2.4377,2.124,1.8498,2.6157,4.3606,3.1971,3.3354,2.6567,4.2783,4.7949
195301,3.0837,5.7637,3.8183,4.2255,4.0129,4.0727,3.059,2.6615,3.63,4.2437,2.6072,1.0079,3.2341,3.4536,1.6543,-0.019,0.8763,3.6154,2.3161,1.9033,-0.9809,-1.2218,-0.0828,-0.9165,1.2303
195302,8.8519,3.8936,4.9503,2.6745,2.264,1.8413,0.0456,1.6729,1.7351,1.3858,1.2286,1.686,0.9107,1.3203,-0.0307,1.3299,0.515,-0.0049,1.9501,-0.863,-0.6478,0.0547,-0.357,-0.4413,-1.221
195303,-11.9667,-3.6589,-1.5623,-1.0465,-1.5104,-2.6987,-0.5827,-1.6162,-1.8475,-2.0155,0.0697,-0.3541,-1.6549,-1.1666,-1.8392,-1.1413,-0.7359,-2.0384,-2.8106,-0.8856,-1.2867,-1.469,-0.8148,-0.9153,-2.9006
195304,0.0333,-4.8768,-1.3072,-1.8658,-1.7069,-3.1022,-3.2863,-1.383,-0.6238,-1.7789,-3.4224,-1.5749,-2.2279,-1.4273,-1.9237,-1.764,-3.3921,-1.5107,-2.0242,-2.2687,-2.7955,-3.3773,-2.3529,-2.8784,-1.6808
195305,4.8906,-1.1571,1.7526,0.301,1.4581,0.1081,1.2979,1.5701,-0.0554,0.6451,0.1159,-0.2866,0.6985,0.7424,1.1071,-0.1143,-0.0398,0.5076,1.1678,4.2177,0.8476,0.6122,0.3641,1.1259,1.9613
195306,-6.5018,-5.6594,-5.0912,-3.4247,-4.6457,-3.1306,-3.9806,-2.4706,-3.3261,-4.9659,-2.5072,-3.1484,-2.638,-4.0829,-3.0313,-2.5569,-3.37,-3.1694,-4.375,-1.4442,-1.7376,-1.2089,-0.2253,-1.6956,-1.2403
195307,-0.2539,-0.2226,2.1709,1.3416,2.4135,-0.5866,1.3988,1.7235,1.0894,1.3012,1.0489,1.8364,1.6855,2.411,2.0613,1.7848,1.5148,1.8569,0.5565,0.9835,2.8233,3.3902,1.8177,1.6805,1.5287
195308,-8.8238,-6.5111,-7.1208,-5.8061,-5.2418,-3.36,-3.6714,-5.2978,-6.0291,-6.7134,-3.6563,-2.0833,-5.5283,-6.2781,-8.3274,-4.1125,-3.8304,-4.3128,-6.1067,-9.1828,-3.5504,-4.0187,-4.4735,-6.2872,-9.5824
195309,-1.9025,-4.3219,-1.139,-1.7594,-3.4649,2.4645,-0.9761,-0.7928,-1.1617,-1.9808,1.0529,-0.9198,-0.4095,-2.0112,-3.117,-0.0211,0.5585,-0.373,-1.2087,-2.7623,1.2269,0.8013,-0.756,-1.3051,-1.6235
195310,-0.4191,2.4296,3.5343,1.3568,2.4318,0.7389,3.5136,3.4074,2.9697,3.8357,3.412,4.7846,3.7711,5.9531,3.5063,4.3991,4.4616,4.9434,4.6084,3.3886,5.2949,4.1813,5.1415,5.7785,3.5617
195311,0.1346,4.9456,1.9719,0.9435,1.8158,1.9042,2.6047,2.6118,0.4613,1.6935,2.868,1.7195,1.508,1.7191,1.8856,2.5222,2.8853,3.2975,3.4645,3.7906,3.8773,2.3345,1.5944,2.8974,2.4259
195312,-4.3005,-2.9051,-1.8507,-1.5295,-3.628,-1.0339,-0.9221,-0.7335,-1.923,-4.3816,0.0062,0.1475,-1.5809,-1.1954,-2.6573,0.6347,-0.1247,-0.0605,-1.4033,-4.4093,0.6818,0.7198,0.5488,-0.8241,-4.846
195401,11.0763,6.9209,4.5037,7.6442,8.7755,4.3828,5.2453,6.1359,6.6678,9.8487,5.9313,7.3237,6.874,6.9762,8.1148,5.0606,5.4645,7.0478,5.92,8.1894,3.4446,5.4292,7.3859,8.806,7.9751
195402,0.0768,2.8626,-0.1032,0.3837,0.0662,2.4529,-0.3328,2.8488,2.8051,-0.3283,1.6185,2.1039,1.8957,2.3518,0.8473,2.3667,1.8501,2.8489,1.7774,0.6043,1.7542,1.8075,1.871,-0.1645,2.3593
195403,3.0342,3.4529,3.072,3.0861,2.3134,2.8191,2.7151,2.9764,2.9678,2.2564,4.2667,1.6609,3.8277,3.086,0.4749,4.582,3.1652,5.0538,3.6183,2.1321,4.4689,3.7937,2.857,2.2406,0.6813
195404,-5.2562,2.7495,2.9663,1.2875,-0.3739,-1.4716,-0.1961,2.5778,0.3204,0.0762,1.8973,2.8462,3.3081,2.4829,-0.6141,1.5252,3.3963,2.3912,-0.8012,0.5394,5.5862,4.5654,5.2785,5.7227,1.3778
195405,0.2485,6.4719,4.5308,4.5511,4.3229,2.6739,3.9603,4.4304,4.6107,4.1983,2.8874,3.0413,2.5143,4.3798,6.854,3.7235,3.0861,4.6659,6.2419,6.9501,2.8049,2.1655,2.3146,6.8676,7.4444
195406,-4.2572,0.9651,0.8169,0.8265,2.2177,1.1903,-0.6286,2.8464,1.1976,2.6003,1.7402,1.0737,2.1208,2.2261,1.5092,0.8335,2.6704,3.0392,1.7367,-0.1628,3.1681,-1.1349,-1.7169,0.9093,-0.7484
195407,2.9617,7.9874,4.0861,9.4309,14.9676,3.5607,6.7852,7.0835,7.1286,7.9563,5.0375,7.1801,6.6178,7.1264,6.5263,5.6035,6.6456,7.7057,5.9494,7.6158,3.7741,4.9998,4.8849,7.2455,8.7895
195408,1.7575,-2.7256,-0.2268,-0.26,-0.0428,-1.8541,1.5806,1.2451,0.6069,-0.6671,0.4401,-1.7591,-1.2679,-1.4961,-1.4115,-1.6841,-1.7349,-1.1573,-1.3594,-2.609,-3.4465,-1.1588,-1.4163,-4.5527,-5.0369
195409,0.1977,5.6438,2.9753,4.3943,3.8009,4.5933,4.0061,4.5876,4.5999,4.997,1.4313,2.7012,6.4238,4.1059,5.1564,4.008,4.5996,6.6444,6.2537,3.8208,7.4982,6.1399,9.3895,7.2195,3.4924
195410,-1.919,-2.7564,-0.0752,0.3063,0.2592,-3.6842,-0.2498,-0.0805,-0.4462,-2.8957,1.8507,-0.1094,-0.5899,-0.2316,-2.1351,-1.1671,-0.8692,1.6516,-1.5754,1.7536,-2.429,-1.6871,-1.9172,0.2787,0.4665
195411,5.8699,9.5592,8.9207,7.4468,7.1754,9.1866,5.3027,7.4082,10.5882,9.1381,7.5018,9.5891,9.1182,13.1844,10.542,7.1342,8.9781,12.4481,12.0961,13.4039,10.3657,7.2219,8.6736,13.5541,15.5168
195412,14.2934,9.362,8.3487,12.7871,12.6425,7.7347,10.9942,9.6084,8.5921,11.2132,4.3373,7.102,8.1048,10.9579,12.7797,4.5422,4.5404,5.1746,8.7086,14.5393,3.9366,4.3909,7.9701,9.6953,15.5735
195501,-5.3063,5.9434,2.4768,3.7405,4.679,-2.4464,1.5758,0.9075,1.4082,1.5564,3.0545,1.4488,3.4912,1.6621,2.5417,-0.1357,1.1547,1.3581,0.4598,-0.0194,-0.1771,1.5534,-1.5318,2.8155,1.8377
195502,4.3719,9.4575,5.0501,5.4453,5.7908,3.395,3.9965,3.6339,3.766,4.9195,5.5518,4.9331,5.0244,5.8452,4.3649,3.4651,3.2168,4.3688,3.935,3.2506,2.8936,2.5857,2.8822,2.4677,5.1598
195503,-1.0839,-0.6821,-0.2855,-0.8278,0.1341,-0.333,0.1087,-0.777,0.1245,1.8683,-3.214,-0.9514,-0.581,0.8707,5.4892,-0.3687,-1.5763,-1.714,-1.8344,2.3436,-0.0625,-0.3175,0.1453,1.503,0.6816
195504,3.4872,-1.278,2.5717,2.7337,1.7941,0.6716,1.4733,1.4646,2.5872,2.4783,2.9903,3.4033,2.1137,1.7063,0.1926,3.716,1.3934,2.7236,0.8945,1.4247,4.7003,1.938,2.1702,5.5401,4.6863
195505,-2.1374,2.3129,-0.2499,0.9525,0.4128,-1.1491,2.0955,-0.2235,-0.6438,0.7428,1.3129,-0.351,0.8598,0.5204,0.8086,1.2672,1.4626,0.7317,2.4296,0.2284,2.4961,-0.0985,0.4777,-0.8562,1.4179
195506,3.3791,4.6828,1.8135,4.8136,4.3611,1.9272,1.379,3.4026,4.0946,2.0844,2.8684,1.2525,3.1827,4.2438,1.354,3.3873,5.6261,5.5923,5.6835,0.3642,7.4867,6.0055,11.1086,11.6495,5.0158
195507,9.3525,3.6046,0.1922,1.8187,0.6841,-4.5465,0.3204,2.1822,1.0234,1.98,0.7446,-0.0689,-0.5811,0.5,1.0013,-0.3096,0.7921,-0.2168,-0.228,2.3625,2.3535,4.2412,1.6836,-0.5928,0.2073
195508,1.9646,-1.6474,1.0495,-0.4799,-0.4554,1.4153,1.5112,-0.2523,-1.5435,0.7707,2.814,0.8297,1.0542,1.0545,0.5033,1.5656,0.7629,0.7974,0.1391,-0.6504,0.7594,-0.8903,-0.7537,2.9844,2.0875
195509,1.9216,-0.3903,1.6758,-0.8784,1.7991,-2.3667,-1.951,-0.2418,-1.3756,-0.5071,-1.6026,-1.6979,-0.6457,0.6331,-1.2839,-1.516,-1.5155,-0.8714,-1.8042,-1.7232,0.0359,0.2056,0.5126,0.1417,-3.6795
195510,-4.768,-3.5526,-3.3819,-0.7769,-0.6975,-3.7511,-1.0694,-1.1699,-1.0074,-0.2212,-1.0437,-2.434,-1.5993,1.3876,-2.302,-1.9804,-1.646,-1.4766,-2.2961,-4.1281,-3.5481,-1.3937,-1.2575,-3.794,-3.8406
195511,-2.1838,6.8802,3.2873,3.8111,3.4941,6.1362,6.3563,5.3156,3.3609,5.7143,6.921,6.2841,5.8475,4.5706,7.5066,7.0759,6.2911,5.9501,5.9742,7.181,8.368,7.8217,3.7724,7.8482,11.5269
195512,2.2968,2.8989,0.6969,3.8384,2.4704,0.7617,1.0864,2.4979,2.0589,2.0042,5.5579,2.4438,3.9153,1.0608,1.7404,2.1395,2.4254,2.4254,1.4617,-0.6815,1.6634,2.0196,2.1628,-0.3784,-2.1117
195601,3.3595,-0.7148,0.0368,-1.0605,-1.6952,-1.7283,-2.4316,-1.5459,-2.5428,-1.2339,-4.8122,-2.498,-3.8881,-0.7571,-3.6591,-2.905,-2.8459,-3.0962,-4.0031,-4.1258,-4.4717,-1.2175,-0.4715,-1.5748,-2.9389
195602,7.1787,1.4711,1.4227,3.015,3.1542,2.7352,3.0349,5.4225,3.0006,2.6047,3.896,2.4846,4.2114,3.3216,2.6222,3.432,4.1411,3.205,4.2601,3.454,5.3985,3.1571,2.2216,3.8518,3.3063
195603,0.6216,3.2905,1.0971,8.0333,4.8645,0.7806,4.6622,4.8897,3.6626,5.8079,7.7638,4.1749,5.7437,5.8457,3.6333,5.8558,6.0595,6.5748,4.4615,2.7623,7.0053,10.0415,5.0393,5.8092,8.8277
195604,0.8226,-0.9595,-0.7927,0.4337,0.6613,1.0112,2.135,-0.6708,-0.035,0.4694,-1.9961,0.6072,1.111,1.8713,0.0181,1.088,-0.0458,1.1566,0.7784,1.1568,-0.7884,1.69,2.133,1.2055,0.6532
195605,-1.3783,-5.7063,-2.1725,-3.7906,-4.1596,-4.4346,-5.7332,-4.0642,-4.4314,-4.2976,-1.3415,-3.7642,-2.2671,-4.6046,-5.0708,-2.814,-3.078,-4.9992,-5.0211,-5.1241,-4.9286,-5.9182,-4.6797,-6.5045,-8.6072
195606,-4.6902,0.5889,2.3568,0.631,0.0034,0.6707,2.6072,2.2385,1.6829,1.6967,4.303,2.7038,3.869,3.6872,1.6012,3.7739,2.8249,2.2986,1.5664,1.0005,5.3948,1.6068,3.5381,3.3564,1.864
